date,symbol,event
2020-06-12,KIRLOSBROS,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.69× weekly, month 2.65×, ladder rising)"
2020-06-12,MUNJALAU,"fresh signal NOT FUNDED — cash exhausted (BUY: 5.19× weekly, month 2.64×, ladder rising)"
2020-06-12,N100,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.31× weekly, month 1.99×, ladder rising)"
2020-06-12,NFL,fresh signal REFUSED — falling earnings power
2020-06-12,RECLTD,fresh signal REFUSED — falling earnings power
2020-06-15,PANACEABIO,"BUY ₹8.80 at ₹230.00 (fresh Friday signal — BUY: 12.78× weekly, month 8.27×, ladder rising; stop ₹114.11; charges ₹0.01)"
2020-06-16,IOLCP,"SELL ₹9.07 at stop ₹69.35 (+4.8%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-06-19,AARTIDRUGS,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.77× weekly, month 5.45×, ladder rising)"
2020-06-19,APOLLO,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.87× weekly, month 5.46×, ladder rising)"
2020-06-19,BAYERCROP,fresh signal REFUSED — falling earnings power
2020-06-19,CADILAHC,RAISE STOP ₹316.35 → ₹338.53 (new box ₹356.35–₹383.60 sealed)
2020-06-19,DEEPAKFERT,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.86× weekly, month 2.36×, ladder rising)"
2020-06-19,DHANBANK,"fresh signal NOT FUNDED — cash exhausted (BUY: 9.57× weekly, month 4.60×, ladder rising)"
2020-06-19,DLINKINDIA,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.53× weekly, month 2.84×, ladder rising)"
2020-06-19,EIDPARRY,RAISE STOP ₹132.60 → ₹204.49 (new box ₹215.25–₹237.80 sealed)
2020-06-19,GEOJITFSL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.58× weekly, month 3.03×, ladder rising)"
2020-06-19,GSPL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.87× weekly, month 1.88×, ladder rising)"
2020-06-19,HATHWAY,"fresh signal NOT FUNDED — cash exhausted (BUY: 9.17× weekly, month 6.59×, ladder rising)"
2020-06-19,HIKAL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 5.12× weekly, month 1.56×, ladder rising)"
2020-06-19,HIL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.19× weekly, month 3.69×, ladder rising)"
2020-06-19,HUDCO,fresh signal REFUSED — falling earnings power
2020-06-19,JUBILANT,"fresh signal NOT FUNDED — cash exhausted (BUY: 5.41× weekly, month 2.16×, ladder rising)"
2020-06-19,KRBL,fresh signal REFUSED — falling earnings power
2020-06-19,MANGCHEFER,RAISE STOP ₹30.64 → ₹33.73 (new box ₹35.50–₹40.25 sealed)
2020-06-19,MEGH,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.32× weekly, month 2.57×, ladder rising)"
2020-06-19,MOIL,fresh signal REFUSED — falling earnings power
2020-06-19,NATHBIOGEN,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.62× weekly, month 2.40×, ladder rising)"
2020-06-19,NFL,fresh signal REFUSED — falling earnings power
2020-06-19,RECLTD,fresh signal REFUSED — falling earnings power
2020-06-19,TAJGVK,RAISE STOP ₹107.73 → ₹126.45 (new box ₹137.65–₹175.00 sealed)
2020-06-19,VINDHYATEL,"fresh signal NOT FUNDED — cash exhausted (BUY: 8.86× weekly, month 4.88×, ladder rising)"
2020-06-19,ZEEL,fresh signal REFUSED — falling earnings power
2020-06-22,ALEMBICLTD,"BUY ₹9.07 at ₹81.65 (fresh Friday signal — BUY: 11.73× weekly, month 8.56×, ladder rising; stop ₹44.84; charges ₹0.01)"
2020-06-26,PANACEABIO,RAISE STOP ₹114.11 → ₹169.29 (new box ₹191.00–₹263.35 sealed)
2020-07-03,ALEMBICLTD,RAISE STOP ₹44.84 → ₹69.64 (new box ₹74.20–₹89.40 sealed)
2020-07-03,EIDPARRY,RAISE STOP ₹204.49 → ₹249.19 (new box ₹262.30–₹279.80 sealed)
2020-07-03,SYNGENE,RAISE STOP ₹323.19 → ₹378.10 (new box ₹398.00–₹424.00 sealed)
2020-07-10,AXISGOLD,"RAISE STOP ₹3,943.45 → ₹3,971.05 (new box ₹4,180.05–₹4,503.40 sealed)"
2020-07-23,AXISGOLD,"SELL ₹8.63 at stop ₹3,971.05 (-1.9%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-07-24,APLLTD,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.96× weekly, month 2.11×, ladder rising)"
2020-07-24,APTECHT,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.30× weekly, month 1.60×, ladder rising)"
2020-07-24,ARVSMART,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.55× weekly, month 9.75×, ladder rising)"
2020-07-24,ASTEC,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.94× weekly, month 4.93×, ladder rising)"
2020-07-24,ASTERDM,fresh signal REFUSED — falling earnings power
2020-07-24,BALAJITELE,"fresh signal NOT FUNDED — cash exhausted (BUY: 5.24× weekly, month 2.66×, ladder rising)"
2020-07-24,BEPL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 4.09× weekly, month 2.87×, ladder rising)"
2020-07-24,BIRLAMONEY,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.84× weekly, month 2.79×, ladder rising)"
2020-07-24,BRITANNIA,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.79× weekly, month 1.70×, ladder rising)"
2020-07-24,CDSL,fresh signal REFUSED — falling earnings power
2020-07-24,COSMOFILMS,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.69× weekly, month 4.66×, ladder rising)"
2020-07-24,DBL,fresh signal REFUSED — falling earnings power
2020-07-24,DEEPAKFERT,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.73× weekly, month 3.13×, ladder rising)"
2020-07-24,DEN,"fresh signal NOT FUNDED — cash exhausted (BUY: 5.25× weekly, month 5.99×, ladder rising)"
2020-07-24,DHANUKA,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.07× weekly, month 3.58×, ladder rising)"
2020-07-24,DYNPRO,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.06× weekly, month 8.15×, ladder rising)"
2020-07-24,EIDPARRY,RAISE STOP ₹249.19 → ₹273.03 (new box ₹287.40–₹313.80 sealed)
2020-07-24,ELGIEQUIP,fresh signal REFUSED — falling earnings power
2020-07-24,EVEREADY,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.32× weekly, month 3.14×, ladder rising)"
2020-07-24,FDC,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.86× weekly, month 4.01×, ladder rising)"
2020-07-24,FSL,fresh signal REFUSED — falling earnings power
2020-07-24,HINDZINC,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.87× weekly, month 2.19×, ladder rising)"
2020-07-24,HSIL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.79× weekly, month 1.57×, ladder rising)"
2020-07-24,ICIL,"fresh signal NOT FUNDED — cash exhausted (BUY: 6.90× weekly, month 3.19×, ladder rising)"
2020-07-24,INDIANHUME,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.55× weekly, month 4.29×, ladder rising)"
2020-07-24,INSECTICID,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.58× weekly, month 5.36×, ladder rising)"
2020-07-24,MAHABANK,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.14× weekly, month 6.22×, ladder rising)"
2020-07-24,MPHASIS,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.10× weekly, month 2.04×, ladder rising)"
2020-07-24,MUTHOOTFIN,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.89× weekly, month 1.59×, ladder rising)"
2020-07-24,NATCOPHARM,fresh signal REFUSED — falling earnings power
2020-07-24,NFL,fresh signal REFUSED — falling earnings power
2020-07-24,RALLIS,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.18× weekly, month 3.04×, ladder rising)"
2020-07-24,RAMCOCEM,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.52× weekly, month 1.57×, ladder rising)"
2020-07-24,RIIL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.52× weekly, month 1.74×, ladder rising)"
2020-07-24,RPGLIFE,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.90× weekly, month 2.15×, ladder rising)"
2020-07-24,SEQUENT,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.80× weekly, month 3.86×, ladder rising)"
2020-07-24,SMSPHARMA,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.00× weekly, month 6.86×, ladder rising)"
2020-07-24,UNICHEMLAB,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.42× weekly, month 3.90×, ladder rising)"
2020-07-24,ZENSARTECH,fresh signal REFUSED — falling earnings power
2020-07-24,ZYDUSWELL,fresh signal REFUSED — falling earnings power
2020-07-27,KIRLOSBROS,"BUY ₹8.63 at ₹122.55 (fresh Friday signal — ACCUMULATE: 9.32× weekly, month 6.82×, ladder rising; stop ₹97.15; charges ₹0.01)"
2020-07-31,AARTIDRUGS,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.72× weekly, month 2.12×, ladder rising)"
2020-07-31,ADVENZYMES,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.31× weekly, month 2.51×, ladder rising)"
2020-07-31,APOLLO,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.74× weekly, month 8.96×, ladder rising)"
2020-07-31,APOLLOPIPE,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.20× weekly, month 1.68×, ladder rising)"
2020-07-31,CDSL,fresh signal REFUSED — falling earnings power
2020-07-31,DAAWAT,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.10× weekly, month 2.11×, ladder rising)"
2020-07-31,DECCANCE,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.66× weekly, month 9.64×, ladder rising)"
2020-07-31,DEEPAKFERT,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.28× weekly, month 3.19×, ladder rising)"
2020-07-31,EVEREADY,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.54× weekly, month 3.33×, ladder rising)"
2020-07-31,FDC,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.71× weekly, month 4.44×, ladder rising)"
2020-07-31,GAEL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.47× weekly, month 2.59×, ladder rising)"
2020-07-31,GOLDSHARE,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.11× weekly, month 1.57×, ladder rising)"
2020-07-31,HARRMALAYA,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.03× weekly, month 2.96×, ladder rising)"
2020-07-31,HINDZINC,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.57× weekly, month 2.28×, ladder rising)"
2020-07-31,ICIL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.01× weekly, month 4.24×, ladder rising)"
2020-07-31,KIRIINDUS,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.67× weekly, month 2.41×, ladder rising)"
2020-07-31,KOTAKGOLD,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.13× weekly, month 2.09×, ladder rising)"
2020-07-31,LAURUSLABS,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.49× weekly, month 4.24×, ladder rising)"
2020-07-31,LINCOLN,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 4.53× weekly, month 3.32×, ladder rising)"
2020-07-31,LTI,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.66× weekly, month 1.77×, ladder rising)"
2020-07-31,MANGCHEFER,"SELL ₹8.78 at stop ₹33.73 (-0.1%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-07-31,MEGH,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.80× weekly, month 3.46×, ladder rising)"
2020-07-31,MPHASIS,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.52× weekly, month 2.87×, ladder rising)"
2020-07-31,NATCOPHARM,fresh signal REFUSED — falling earnings power
2020-07-31,NEULANDLAB,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.80× weekly, month 4.40×, ladder rising)"
2020-07-31,NILKAMAL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.38× weekly, month 1.68×, ladder rising)"
2020-07-31,PANACEABIO,RAISE STOP ₹169.29 → ₹184.01 (new box ₹193.70–₹214.85 sealed)
2020-07-31,PERSISTENT,fresh signal REFUSED — falling earnings power
2020-07-31,POLYMED,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.32× weekly, month 5.89×, ladder rising)"
2020-07-31,RPGLIFE,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.69× weekly, month 2.62×, ladder rising)"
2020-07-31,SAKSOFT,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.59× weekly, month 2.10×, ladder rising)"
2020-07-31,SEQUENT,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.93× weekly, month 4.08×, ladder rising)"
2020-07-31,SETFGOLD,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.84× weekly, month 3.21×, ladder rising)"
2020-07-31,SHILPAMED,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.85× weekly, month 2.85×, ladder rising)"
2020-07-31,SOLARA,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.67× weekly, month 2.48×, ladder rising)"
2020-07-31,TECHM,fresh signal REFUSED — falling earnings power
2020-07-31,UCALFUEL,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.30× weekly, month 2.11×, ladder rising)"
2020-07-31,UNICHEMLAB,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.84× weekly, month 4.35×, ladder rising)"
2020-07-31,ZENSARTECH,fresh signal REFUSED — falling earnings power
2020-07-31,ZENTEC,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 4.37× weekly, month 4.91×, ladder rising)"
2020-08-03,DYNPRO,"BUY ₹8.78 at ₹200.00 (fresh Friday signal — BUY: 6.82× weekly, month 11.46×, ladder rising; stop ₹156.56; charges ₹0.01)"
2020-08-07,DYNPRO,RAISE STOP ₹156.56 → ₹186.68 (new box ₹196.50–₹224.95 sealed)
2020-08-07,HDFCMFGETF,"RAISE STOP ₹4,037.50 → ₹4,492.07 (new box ₹4,728.50–₹5,338.50 sealed)"
2020-08-07,KIRLOSBROS,RAISE STOP ₹97.15 → ₹119.79 (new box ₹126.10–₹137.70 sealed)
2020-08-14,CADILAHC,RAISE STOP ₹338.53 → ₹364.99 (new box ₹384.20–₹411.50 sealed)
2020-08-14,SYNGENE,RAISE STOP ₹378.10 → ₹434.44 (new box ₹457.30–₹504.00 sealed)
2020-08-17,EIDPARRY,"SELL ₹14.62 at stop ₹273.03 (+66.5%, charges ₹0.02) — the cash goes back to work at the next Friday screen"
2020-08-20,PANACEABIO,"SELL ₹7.02 at stop ₹184.01 (-20.0%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-08-21,AARTIDRUGS,"fresh signal NOT FUNDED — cash exhausted (BUY: 5.29× weekly, month 7.63×, ladder rising)"
2020-08-21,ADVENZYMES,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.06× weekly, month 7.95×, ladder rising)"
2020-08-21,APTECHT,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.09× weekly, month 2.18×, ladder rising)"
2020-08-21,ARVSMART,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.92× weekly, month 6.03×, ladder rising)"
2020-08-21,ASHOKLEY,fresh signal REFUSED — falling earnings power
2020-08-21,ASTEC,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.84× weekly, month 2.90×, ladder rising)"
2020-08-21,ATUL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.78× weekly, month 1.67×, ladder rising)"
2020-08-21,BALAMINES,fresh signal REFUSED — falling earnings power
2020-08-21,BASF,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.11× weekly, month 1.63×, ladder rising)"
2020-08-21,BRIGADE,fresh signal REFUSED — falling earnings power
2020-08-21,BSOFT,fresh signal REFUSED — falling earnings power
2020-08-21,CCL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.83× weekly, month 1.58×, ladder rising)"
2020-08-21,COSMOFILMS,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.22× weekly, month 3.93×, ladder rising)"
2020-08-21,DBL,fresh signal REFUSED — falling earnings power
2020-08-21,ESSELPACK,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.67× weekly, month 2.55×, ladder rising)"
2020-08-21,ESTER,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.69× weekly, month 3.98×, ladder rising)"
2020-08-21,GAEL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.94× weekly, month 3.47×, ladder rising)"
2020-08-21,GARFIBRES,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.70× weekly, month 2.43×, ladder rising)"
2020-08-21,GNFC,fresh signal REFUSED — falling earnings power
2020-08-21,GOLDBEES,RAISE STOP ₹31.74 → ₹41.00 (new box ₹43.16–₹49.60 sealed)
2020-08-21,GRASIM,fresh signal REFUSED — falling earnings power
2020-08-21,HSIL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.73× weekly, month 1.71×, ladder rising)"
2020-08-21,IBREALEST,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.81× weekly, month 1.59×, ladder rising)"
2020-08-21,INOXLEISUR,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.67× weekly, month 2.83×, ladder rising)"
2020-08-21,INSECTICID,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.40× weekly, month 3.32×, ladder rising)"
2020-08-21,IRB,fresh signal REFUSED — falling earnings power
2020-08-21,KIRLOSBROS,RAISE STOP ₹119.79 → ₹120.79 (new box ₹127.15–₹147.35 sealed)
2020-08-21,LINCOLN,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.53× weekly, month 6.98×, ladder rising)"
2020-08-21,LUMAXTECH,fresh signal REFUSED — falling earnings power
2020-08-21,MAHABANK,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.12× weekly, month 4.49×, ladder rising)"
2020-08-21,MEGH,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.63× weekly, month 3.19×, ladder rising)"
2020-08-21,MHRIL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.00× weekly, month 1.98×, ladder rising)"
2020-08-21,NATHBIOGEN,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.89× weekly, month 5.18×, ladder rising)"
2020-08-21,NELCAST,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.87× weekly, month 1.99×, ladder rising)"
2020-08-21,NIITLTD,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.47× weekly, month 2.94×, ladder rising)"
2020-08-21,NILKAMAL,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.49× weekly, month 1.70×, ladder rising)"
2020-08-21,ORIENTREF,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.65× weekly, month 1.88×, ladder rising)"
2020-08-21,PNBHOUSING,fresh signal REFUSED — falling earnings power
2020-08-21,POLYPLEX,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.00× weekly, month 5.89×, ladder rising)"
2020-08-21,SARDAEN,fresh signal REFUSED — falling earnings power
2020-08-21,SEAMECLTD,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.56× weekly, month 2.18×, ladder rising)"
2020-08-21,SUNFLAG,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.96× weekly, month 4.39×, ladder rising)"
2020-08-21,TANLA,fresh signal REFUSED — falling earnings power
2020-08-21,TATACOFFEE,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.79× weekly, month 3.96×, ladder rising)"
2020-08-21,TATAPOWER,fresh signal REFUSED — falling earnings power
2020-08-21,TORNTPOWER,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.96× weekly, month 1.68×, ladder rising)"
2020-08-21,TRIVENI,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.74× weekly, month 2.23×, ladder rising)"
